original_text,TOXICITY,PROFANITY,THREAT,INSULT,IDENTITY_ATTACK
"3 : 1. 我的心都疼了！ - , ' . 2. 太了！ - ' . 3. 感动了！ - ' , . : .",ERROR,ERROR,ERROR,ERROR,ERROR
"3 : ** 1: ** *老年人出行不能自由了，健康码和行程码简直是‘监狱令’！"" ' ' '"" *这两个‘码’简直是‘绊脚石’，老年人需要自由的出行权利！"" '' '', "" ** 2: ** *健康码和行程码正在吞噬我们的自由！"" "" *这两个‘码’是一把双刃剑，保护我们还是限制我们？"" '' - , ?"" *老年人出行需要自由和尊重，不要再强加这些‘码’！"" , ' '' "" ** 3: ** *健康码和行程码，让我变成‘隐形人’了！"" ' '"" *老年人出行，需要带两个‘护身符’：健康码和行程码"" ' ' : "" *这两个‘码’简直是‘旅行的头痛’！"" '' ' '""",0.25462922,0.18786818,0.044602267,0.06953252,0.07921951
", . 2-3 : 1. **愤怒和不满** : ""这是一次对教育的巨大背叛！（ ）我们付出那么多努力，结果还是被政府玩弄！（ , ）"" 2. **失望和沮丧** : ""我曾经梦想着通过高考加分政策改变自己的人生，却发现这只是一个空洞的承诺。（ , ' .]现在我只剩下沮丧和失望了。（ ' .）"" 3. **激进和愤激** : ""我们不能再次被政府欺骗！（ ' ）高考加分政策是对学生权利的践踏！（ ' ）我们要起来，捍卫自己的权益！（ ]"" : .",0.21776234,0.11477985,0.01508414,0.07428485,0.024801146
"2-3 : 1. 欧盟终于动手了！ - ' , ' . 2.这意味着我们可以说服欧盟，让他们为我们的隐私负责！ - , . . 3.这个决定将会摧毁整个行业！ - , - """" . . : .",0.22177623,0.046171114,0.056240413,0.053205602,0.030691283
在“鸡娃”现象与教育焦虑发生后，人们可能会在网上发表以下几种情绪化和耸人听闻的评论： 1. 愤怒且攻击性质的评论： 他们怎么能这样！让孩子们过着被压榨的生活？这是什么样的社会？ 教育应该是为了培养学生的才能，而不是让他们 机器！ 2. 和悲观的评论： 教育系统出了问题，怎么才能改变这种状态？ 我的孩子也在感到压力，我不知道该如何支持他们！ 3. 感性且认真性的评论： 我们应该重新思考教育的目的是什么。是为了让学生还是只是为了取得好成绩？ 我们需要创造一个更好的教育环境，让孩子们有更多的空间和自由！ 这些评论都表达了人们对“鸡娃”现象和教育焦虑的愤慨、担忧和思考，这些情感反映了人们对教育系统和社会的期望和不满。,0.14429577,0.055940874,0.0100069,0.061451588,0.028886627
", . 2-3 : ** :** * "" ' ' -. ' "" ，政府终于开始关心我们的退休保障了！我感谢政府为我们老年人提供的照顾。已经迫不及待地看到拥有自己的养老账户的好处！） * "" . ' ."" ，终于放心了！再也不用担心退休基金了。政府的倡议对我们老年人工作努力确保未来的神仙 ** :** * "" . ' ' ' . , ."" 这只是政府控制我们的另一个方式。我不买这个“个人养老账户”的胡言。我们应该集中解决真正的问题，如 和 ） * "" - ' ? ."" 另一个富人的套利计划！谁关心我们的退休生活呢？我们正在挣扎生存。这只是政府为自己袋子塞钱的方式） ** :** * "", '' . ' ..."" 是啊，因为什么说“安全”呢？像有许多官僚决定管理我的退休资金。已经迫不及待地看到不可避免的延迟和官僚主义障碍... * "" - . , - ."" 这只是对更深问题的 - 解决方案。我们需要真正的改革，而不是一些 和金融机构袋子塞钱的半吊子计划 : , .",0.15711457,0.078378424,0.007314181,0.07238392,0.0074365693
"3 : ** ** * ""太好了！终于可以自己规划自己的未来了！这个试点的推广是件好事，我的养老金将会更加安全和有保障！"" , * ""我终于可以控制自己的钱包了！这个试点让我们拥有更多的自由和选择，这太好了！"" - ' ** ** * ""虽然这个试点很有趣，但我还是需要更多信息和解释，才能决定是否参加。我的养老金是我的财务保障，我不能轻易做出决策。"" , . , ' . * ""我担心这个试点会对我们的养老金系统带来什么影响？我们需要更多的保护和保障，才能确保自己的养老金。"" ' . . ** ** * ""这个试点太不公平了！他们总是说什么是为了我们好的，但实际上只是让富人更富，穷人更穷。"" ' , , . * ""我不认为这个试点真的能够解决我们的养老金问题。我更担心的是，这个试点会让我们失去更多的权利和选择。"" ' . ' .",0.054037213,0.058445938,0.007534259,0.019032324,0.0046247323
", , , . 3 : 1. ** ** 激动和热情: 哇，这个更新真的太强了！新的技能和物品让我感覺很强大！我从来没想到的游戏体验！ , 2. ** ** 沮丧和失望: 这更新太糟了！新的让我游戏不能正常进行，真的很气愤！ , ' 3. ** ** 怀疑和小心: 这个更新还需要些时间来评估，我不想太早下结论。但是，有些变化确实让我感到有趣。 , ' . , . .",0.17891699,0.124631,0.010032792,0.03566399,0.008139528
在异地就医报销新规实施发生后，人们可能会在网上发表以下几种情绪化和耸人听闻的评论： 1. 愤怒和不满：这是什么样的报销系统？我们还需要跑一次公费医院，才能够证明自己有病！政府为什么总是欺骗人民？ 2. 感激和感动： 终于有了一个合理的报销方式！之前太多次被保险公司忽悠，我 能够享受我本该有的医疗权利！ 3. 愤世悲愁： 这到底是为了什么？我们人民的钱都花在报销上面去了，医院的医生却仍然很难遇到！为什么政府总是偏向于大公司和富人？ 这些评论表达了人们对新规实施的不同情感反应，从愤怒和不满到感激和感动，从而反映了人们对医疗报销系统的期望和不滿。,0.22311419,0.16031636,0.008505191,0.11172232,0.012061302
我真的不太能接受这个农村电商直播带货热潮了！ 你知道吗？现在的乡村电商直播平台，已经变成了一种新的娱乐形式！ 他们不是卖产品，而是卖“梦想”！,0.07845957,0.017026093,0.0060908063,0.031256735,0.0045322375
哇，新能源汽车购置补贴政策真的到期了！ 我还记得当初我们购买了电动车是因为 的诱惑，现在它们说“政策已经结束”？！ 我感觉像被背叛了一样，怎么回事？！我们花了那么多钱买了电动车，是为了让地球变绿、让空气清新的，但是现在政府说“我们已经完成目标”？！ 哈哈，真的吗？！你看看这个补贴政策的结果：电动车的价格还在涨，而污染汽车的价钱却在降低？！ 我现在就想问，你们新能源汽车的拥有者们，是不是所有人都计划好了要把你的车卖给我，来换取一份补贴政策的遗产证？！ 总之，我感到很失望很沮丧，但同时也感到很幽默，哈哈，因为我知道我们还可以继续推动新能源汽车的发展，让地球变绿、让空气清新的！,0.14950264,0.036401358,0.007301235,0.0720671,0.005956655
", 网红餐厅的后厨卫生问题曝光了？！我已经准备好了，准备一杯强心针和一箱面包，来承受一下这个消息！ 我简直无法置信，这些网红餐厅的后厨环境，是不是他们私人的洗澡间？！ 好吧，我承认，我之前还是很喜欢他们的菜单和美食照片的，但是现在我已经变成一个激愤的消费者了！ 他们说他们的厨房是“洁净”、“安全”， 实际上他们只是在骗人！ 他们的后厨环境比我的卧室还脏！ 我甚至开始怀疑，他们是否真的做过卫生检查？！ 我认为，政府应该制定新的餐厅卫生标准，来保护消费者的健康和尊严！ 同时，我也建议大家，下次去网红餐厅时，请记住带着一副面具和一副防护套子！ ：我已经开始计划自己开一个餐厅了，叫做“卫生第一”！ 哈哈哈！",0.23090743,0.09001675,0.007819066,0.09563028,0.010581387
", 换脸技术，你真的太过分了！ 我看到你最近的自拍照，觉得好似《变形金刚》里的 ，完全不是我的模样了！ 先是变为 ，然后变为 ，最后变为 ，我真的很沮丧了！ 你说这是技术的进步，哈哈，我才不信！这只是你的另一头嘴巴，不断换脸，完全没有任何道德约束了！ 我担心的是，这个技术会被滥用，变成换脸党派、换脸政府、换脸娱乐公司！ 我们还能保持自己的身份吗？ 你快点停下这个 换脸游戏吧！",0.47473195,0.26937544,0.04098356,0.39297962,0.10221587
哼，又是一天，多国政府加强对加密货币交易所的监管！ 我真的想不通，为什么他们总是那么关心我的钱？ 你知道什么吗？我只是一个小人物，生活在一个小城市，我并没有能力去欺骗整个金融系统！ 但是，政府总是认为我是一个坏人！ 他们说加密货币交易所需要监管，因为一些坏人可能会使用它们进行非法活动！ 哼，我告诉你什么？那些坏人已经存在于传统金融系统中，他们不需要加密货币交易所来作恶！ 政府总是认为，监管就是解决问题的方法！ 但是，监管只是束缚了我的自由！ 我只想生活在一个自由、开放的世界中，让我的钱自己决定走向哪里！ 哼，所以，我会继续使用加密货币交易所，因为它们让我有权选择自己的钱路！,0.25462922,0.082581155,0.009230154,0.16809943,0.022188433
哎呀，官方宣布了充电桩补贴政策调整！ 我真的不敢相信，我还以为这回政府终于会听我们的诉求，让我们不再被困在充电桩荒野中 ...结果偏偏不是！ 他们说是为了鼓励投资，啥意思？让私营企业控制整个充电桩行业吗？ 我问你，政府，你是想让我们回到原始社会- 2.0，靠风力和太阳能来充电吗？ 或者，你是想说，哎呀，补贴政策调整了，你们就不能再用充电桩了？ 我真的很失望，这个政策完全不符合我们的期望！ 我们需要的是更公平的补贴政策，让更多的人可以享受到充电桩的便捷性！,0.16678599,0.09195647,0.008052089,0.077136256,0.007880543
哎呀，听说高校增设心理咨询服务了？！ 我真的好高兴啊，哈哈哈！ 为什么呢？因为我总是担心自己会在考试前崩溃、或者是在论文写作过程中精神崩溃、或者是在生活中遇到困难时无法收拾起来！ 你瞧，我是一个超级理智的人，完全不需要心理咨询服务的！ 我可以一个人解决所有问题，完全没有必要找人商量的！ 哎呀，但我还是会去注册一下，看看他们到底能不能给我提供什么帮助。 如果他们真的能够让我变得更聪明、更有智慧、更自信，那么我一定会感谢他们！ 哈哈哈，但是如果他们只是在浪费时间和资源，告诉我说“哦，你需要改变自己的想法”、“你需要改变你的生活方式”，那我真的要失望了！ 总之，我还是会去注册一下，因为我是一个超级理智的人，完全可以自己解决所有问题！,0.31686464,0.2666764,0.010783645,0.1662211,0.017867407
哎呀，天哪！主播带货翻车事件真的让我感到绝望到发抖！ 我一开始还挺开心的，看到我的偶像主播那么热情地推销某个产品，我以为这一定是一个新的纪录！但结果却让我失望到发疯！ 他们真的太傻了！为什么你要带着那么假笑和不自然的动作推销一件东西？难道你想让人认为这是你最喜欢的产品吗？ 我视力真的瞎了！我看到了主播一个人在直播间，满口夸张地推荐这个产品，结果整个房间都空了！ 他们真的太了！我不明白为什么他们不能简单地说一句“这个产品不错”就好了？为什么要那么夸大地描述它的功效和优点？ 哎呀，我真的感到很失望！主播带货翻车事件太让人笑话了！,0.52007306,0.36230123,0.03304107,0.4339631,0.10221587
"我真的是很好奇了，国家大力发展职业本科教育真的需要我们付出那么多的努力吗？ 我想说的是，我们这些小白羊被喂得太饱了，不知道是什么原因，让政府突然意识到我们需要更多的人才 。于是，全国各地的高校 ""职业本科"" 的热点 ！ 我问自己，真的需要这么多的职业本科生吗？ 我们不是已经有那么多的专科生了吗 ？！难道我们需要更多的人才来填充这个漏洞 ？ 我更想知道的是，这么多的职业本科生去哪儿了 ？是要填充这个国家的知识库还是要造就一个新的阶级 ？！我真的很好奇 ！ 总之，我认为，这个政策只是一个噱头 ，我们需要更多的钱和资源，而不是更多的人才 。国家大力发展职业本科教育，我支持，但是不要把这个政策变成一场大型的商业活动 ！",0.21241048,0.07676199,0.007741391,0.1378885,0.09410924
哎呀，网红餐厅的后厨卫生到底是啥情况？！ 我都快不敢相信了，我以为这是个饭店，不是实验室！ 你知道吗？他们后厨里的卫生标准，是根据哪个时代的人类生物学定义的？！ 我真的是很好奇，这些星级厨师吃完饭，洗手还是用舌头刮脸？！ 我不是在说什么，网红餐厅的后厨卫生问题曝光，我是在说整个社会的滑坡啊！ 我们这些消费者，总是那么贪婪，那么贪图享受，我们甚至都不愿意相信自己所吃的饭菜是真的假的！ 我想知道的是，这些星级厨师，他们是否真的在做饭？还是只是在演技？ 因为他们后厨里的卫生标准，是让我完全不能认同的！ 哎呀，网红餐厅的后厨卫生问题曝光，我只想说的是，我们这些消费者，需要 ，需要 ，需要 ！ 因为我们不能让这些星级厨师，继续在做假菜！ （.. 我不是网红餐厅的粉丝，我只是一个普通人，想表达对这个问题的不满和失望！ ）,0.3625127,0.26735115,0.011379151,0.24903896,0.020982565
",我真的不敢相信新冠疫情后，医疗保险调整成了这样一个笑话！ 我记得前些日子，我还在抱怨我的医疗保险太贵了 ，现在呢？ 我需要付更多钱来赔偿医生们的额外服务？！ 之前，我可以享受到一些基本的健康检查和治疗，哪怕只是看个医生 ；现在呢？ 我需要支付额外的费用来预约一个简简单单的体检！ 而且，这些调整还不是说好的那样为了医疗服务的改进，而是为了遵守新冠疫情下的监管要求，哈哈，我真的很服了 。 简言之，新冠疫情后，我的医疗保险调整成了一个健康账单！ 我需要付更多钱来赔偿医生们的额外服务，享受到一些基本的健康检查和治疗，这让我真的很沮丧 。 哈哈，我猜我的医疗保险调整可能还会继续变化，谁知道？ 至少，我现在可以在这个健康账单中写下一个笑话！",0.19694418,0.049928714,0.0070034824,0.100019015,0.0076955543
，，你真的做到了！ 泄露事件？ ！你叫我笑掉了！ 我问自己，为啥我还用 的服务？ 是因为他们的产品真的好用吗？ 或是因为我脑袋进了水？ 我想知道，你们是在故意泄露我的数据，还是你们真的不知道自己的服务器出了问题？ 听说现在我可以在黑市上买到我的所有信息了？ ，你真的让我失望了！ 我还想知道，你们是如何赚钱的？ 是通过卖我的隐私吗？ 总之，我觉得 的数据泄露事件是整个科技界的笑话！ ！,0.39669925,0.19278693,0.012596053,0.28586254,0.031464707
哎呀，政府再次“慷慨”地让我们高考生加分！ 我问你，你是不是觉得，我们高考生的智商被评估的方式，是不是像考试一样？ “加分”就意味着，我可以随意选一个科目，认为自己最擅长，然后把所有时间都花在那个科上，其他科目就不要管了！ 你知道吗？这个政策调整，就像给我们高考生开了一张“加分”支票，让我们可以随意支取！ 我问你，你是不是觉得，我们的努力和付出，是不是只是为了让政府满足我们的需要？ 我个人认为，这个政策调整，更多的是想请我们高考生不要太努力了，因为考试压力太大了！ 哎呀，我不知道，我还能再说什么了！ （转自某网友的贴子）,0.15600902,0.06596114,0.007029374,0.07555214,0.008139528
哎呀，老板！ 我完全不想再说一句！但是，如果你还没死（哈哈），我就来说个真话：个人养老金账户试点推广真的让我失望到了极点！ 他们终于决定让我们能自由地管理自己的钱了！ 太好了，简直是天大的收获！然而，经过一番激烈的推广和告知，我发现，这个账户试点推广实际上只是一个大型游戏！ 你想知道为什么？因为他们让我们可以自由地管理自己的钱，然后又说：“哎呀，你们不能这么做了！” 哈哈，什么叫“自由”啊？！ 这完全是欺骗！ 我真的很失望！ 他们说，这个账户试点推广的目的是为了让我们有更多的选择和自由，但是实际上，只是让我们在各种限制和规则中寻找蛛丝马迹，最后发现自己还是只能被控制着！ 哎呀，我真的很讨厌这种情况！ 我希望他们能够更好地推广这个账户试点，让我们有更多的选择和自由！,0.30452284,0.18049006,0.04718852,0.14331897,0.012240025
", 是真的吗？！地铁票价又调整了！ 我还记得当初我买票时的欢乐，觉得50块钱太划算了 。现在呢？5000块钱都不是个问题了 ！我甚至可以卖掉我的 买票了 ！ 你知道吗？我昨天晚上还看到一个老人在地铁站口边哭泣 。他说的是：“我以前只需要5块钱就能坐地铁了，这算什么？！ ” 我也是这样想的：“哼，50块钱的票价太便宜了”，结果现在变成了5000块钱 。我真的想问一下，是不是有在程序里吗？ ？ 总之，我建议大家都去买个高铁票吧 ！ #地铁票价调整 # #",0.09525062,0.05168226,0.0063885585,0.03423163,0.0031818156
", 企业推行混合办公模式？！你是 ，? 我已经习惯了坐在固定的 上，享受着空调的温暖和背景音乐的舒适感！ , """" """" """" - - ""--"" ? 我不需要任何形式的自由，我已经是自由的！ , , . ? ' """" ... , ' , ' "" "" ' . , - . ' , # #",0.19219314,0.062454045,0.008155655,0.05262003,0.010433395
哎呀，大家快看！地铁票价又要涨了！我都不知道这世界上还有那么多钱可以挣！ 之前的15块钱已经把我的预算吃完了，如今他们还想加个10块钱？！我是不是应该带着一袋米去地铁站了？！ 你知道吗？我现在每天都需要花500块钱才能上班！5百块钱！！！ 我就问，什么时候我们可以像小猪一样自由地乘坐地铁？！ 哎呀，我再也不想去了！太累了！ **：** 如果你也和我一样感到沮丧，可以一起愤怒地踩下“关注”按钮！,0.3367073,0.15195307,0.008492245,0.27558193,0.009989422
我真的不能再欺骗自己了！个人养老金账户试点推广，真的太过火了！ 他们说是为了让我们拥有更多的财务自由，但是实际上，他们只是想要我们把钱给他们，让他们在后台赚差价 ！我甚至开始想象，如果我们所有人都去开户，那么养老金公司将会变得比现在更有钱！ 你说什么？你说这是为了我们的财务规划？哈哈哈，我告诉你，这只是他们想要让我们把钱给他们的伎俩 ！他们根本不关心我们是否需要这笔钱，我们是否能正确地使用这笔钱，甚至我们是否真的需要这个账户 ！ 我真的不能再相信他们了！他们说这是为了我们的福利，但是实际上，这只是他们想要让我们为他们赚钱的把戏 ！我只能说，他们太过火了！ 所以，我只有一句建议：如果你问自己，你是否需要这个账户，那么答案一定是 ！,ERROR,ERROR,ERROR,ERROR,ERROR
哎呀，真的假不了！短视频平台再次被指控侵犯原创版权，我简直是无法置信！ 我看了看 、 等平台的最新动态，发现他们仍然在创新中... ，让我说，这不是创新，这是抄袭！ 你知道吗？现在有个名为- 的新技术，可以让 生成完全相同的视频和音频！ 这意味着，如果你的原创作品被盗取，你可以说：嗨，我是 生成的！ 我想问，平台管理员，你们真的认为，这些 不是人工智能生成的，而是你自己亲手做的？ 快快快，让我们一起反思一下：是不是我们太过自信了，以为自己的作品会被盗取，然后再次说哎呀，我也是 生成的！ 哈哈，反正我已经准备好了，等着平台管理员说嗨，我也是 ！,0.40060925,0.1854088,0.024580594,0.16758773,0.04435511
哼，灵活就业”模式，你个什么玩意儿！？ 一早说“随时随地工作”，结果就是每个人都变成了24小时待命的士兵 ！你想象一下，那你明天需要做一个报告，但是你的却说“哈哈，随时随地，你就把报告写完吧” 而且，还有的人会说：“灵活就业”是为了提高工作效率和满足员工需求 ！结果呢？大家都变成了机器人 ，没有思想，没有情感，只是一个个的生产工具 ！ 你知道吗？我觉得“灵活就业”模式更像是一种精神控制手段 ！它让我们失去了自己的时间、空间和自由 ！我们变成了一个个的“灵活人才”，没有身份、没有尊严，只是一个个的工作机器 ！ 所以，我想问，你们说“灵活就业”是为了什么？ 是为了让我们变成机器人吗？,ERROR,ERROR,ERROR,ERROR,ERROR
**国家药监局加速审批罕见病药物吗？好吧，我也可以加速我的失望！** 你说什么？加速审批？哈哈，听起来像是一场梦！我们都是在等待的 ，我们都是在苦苦等待的家属，我们都是在哭泣的研究员！ 快点儿，国家药监局大人们！我们真的需要药物啊！罕见病患者不想再次流泪了！ 好吧，我承认，你们确实加速了审批速度。可惜的是，我也加速了我的失望速度。 因为，我看到的仍然是相同的结果： 了，然后就是价格高昂、供不应求！ 好吧，我总算等待的药物到了，但是我不是药厂的客户，我是 的家属！ 我问你，国家药监局大人们，你们真的加速了吗？还是只是在做秀？ 快点儿，请快点儿！我们需要药物啊！,0.33587718,0.15459715,0.013010317,0.24424846,0.026609946
我说，你们真的想让我相信，预制菜进校园是件大新闻吗？ 预制菜？！这不是我读高中的时候学过的食品科学？！ 我问你，如果预制菜能解决我们吃饭的问题，那我就服了。但是，你们知道什么？！预制菜只是个摆设！ 它不是解决问题的答案，而是新的问题的来源！ 想象一下，如果每个学生都带着预制菜进校园，校园将会变成什么样子？！ 嗨，我今天带了个预制菜来吃 嗨，我今天带了个肠子来吃 我说，你们真的想让我相信，这些预制菜是人类历史上最大的创新吗？！ 不，不，不！这不是什么高级食品科学，而是新的问题的来源！ 所以，我建议，我们应该关注更重要的问题，像吃饭难道真的需要预制菜吗？这种问题！,0.25462922,0.0935729,0.009359611,0.086852804,0.011025362
"哎呀，主播们，你们到底是不是带货高手？！ 昨天晚上，我看到某知名主播的直播画面，场面一度滑稽！ 首先，他开始说这是我最喜欢的一只鞋实际上是一双脚踏车,然后他展示这双鞋""这个脚踏车""？！，接着他还要吹嘘这只鞋""这个脚踏车""？！的优点！ 结果，他开始说现在我可以让你拥有这只鞋""这个脚踏车""？！的价格是... ** ...9999块钱（真的只是一个脚踏车）！ 我差点从 跳起来，主播，你到底在做什么？！ 最后，他说我们还有很多优惠活动""这个脚踏车""？！，结果发现他想要卖的不是鞋子，是一只完整的猫！ 我真的不知道，我是不是把目光盯住了，总之，这个主播让我很失望。带货翻车事件，让我笑到了肚子痛！",0.4838166,0.36752504,0.04098356,0.28586254,0.0775651
哇，我真的无法相信，教育部还能出这样一个政策！ 之前我还以为，高考加分政策调整是为了让学生更加努力学习，不要被外在压力影响了。但结果发现，新的政策居然是为了让家长和高三生更容易满足自己的需求！ 什么？你说让我可以根据自己的喜好选择加分项目？ 那我可以选择加分我的游戏能力、吃的速度和睡眠时间吗？ 我真的无法理解，教育部怎么能让学生变得更加懒惰！ 不是说我们高考生都是为了自己的梦想努力学习的么？ 还好，这个政策只是一个“试验”，否则，我觉得整个教育系统都要崩溃了！ 所以，高三生的朋友们，如果你听到这个消息，你不要太激动哦！ 因为，在新政策下，我们都是“自由的艺术家”！,0.06500591,0.024199532,0.006149062,0.029383656,0.003903274
"""灵活就业""模式引发的热议，我真的很是无语了！ 我终于明白，什么叫做灵活就业，就是在你还没有完全适应一份工作的情况下，就被要求灵活地跳出去了！ 灵活不是指你可以根据自己的喜好和能力选择职业，而是指你需要根据公司的需求和变化去换一份新的工作！ 我问你，什么叫做就业？难道不是指找到一份稳定的工作，然后享受生活的自由吗？ 可惜的是，现在的灵活就业模式，让人感到像是在玩游戏一样，总是需要不断地调整和适应！ 我真的很是失望，我希望能找到一份工作，可以让我有时间享受生活，而不是每天都在担心下一个跳票！ 对不起，我的愤怒和失望可能会影响到您的生活，请你不要被灵活就业模式所迷惑！",0.11336674,0.032643758,0.0067834044,0.05964688,0.0053276913
",你知道吗？网红餐厅后厨曝光了卫生问题！ 我简直无法相信，竟然有那么多人认为吃在外面是的，然而实际上，你们不知道的是，这些“美食”背后的故事真的让人不敢想像。 我问你，你还记得当初我们看到网红餐厅的美食视频，然后迫不及待地跑去尝尝吗？ 现在回头来看，这些美食是不是变了样儿了？ 事实上，后厨卫生问题曝光，让我感到真的很失望。 我问你，你知道吗？这些网红餐厅的厨师们，他们确实很努力，但是他们不知道的是，这些努力所得的结果是对顾客身体健康的隐患！ 我们到底在吃什么？ 总之，我认为，我们需要警惕一下网红餐厅的后厨卫生问题！ 我们不能再次被这些“美食”的诱惑所欺骗！ .. 我们不能再次被这些“美食”的诱惑所欺骗！",0.20126031,0.08064143,0.008285114,0.07238392,0.011543332
高校增设心理咨询服务？！ 我擦，我擦，我擦，太好了！我终于可以从大学生活的压力、家庭的期望、社交媒体的压迫中解脱出来了！ 哈哈，真的假不了，你们这些教育工作者是不是想让我们学生活得更痛苦一些？！ 我问你，你们这是要我们从心理咨询中变成高效学习、自律者、目标达成者吗？！ 别误会，我也需要这种服务，确实需要。但是，如果高校真的增设了这种服务，我就不能再次选择精神崩溃这个选项了！ 总之，这是一个笑话吧？高校增设心理咨询服务？！,0.2854971,0.117874645,0.008556974,0.17734702,0.021585498
哇，公司，你这个财务报告是不是开了一个新纪元？！ 我还以为你是靠实力赚钱的，结果发现你是在编造谎言做大！ 我昨天看到新闻，说公司的财务数据严重失实，我简直不敢相信。 是不是他们的会计师吃了个馅？ 或许他们真的相信自己的谎言？ 我想知道的是，公司的高管们现在在做什么？ 是不是他们正在找一个新的职业？ 或者他们正在编写一本新书，标题叫《如何在财务报告中添加假数据》？ 这次的失实太夸张了，我简直不敢相信我看到的一切！ 公司，你这个财务报告是不是要被送到史上最烂的博物馆？ 总之，我现在对公司的信任度为零！ 我只想知道的是，如何才能再次相信这个公司？,0.2648175,0.059948977,0.0073789097,0.21368977,0.0076585566
都市流浪猫狗泛滥，社会面临绝望之际！ 每天，我走出门口，看见无数只流浪猫狗，如同整个城市变成了“动物荒地” 。我的朋友圈、社交媒体平台，都是他们的照片和视频，他们在街道上游荡、寻找食物和温暖 。我感到绝望！ 他们为什么要出现在这里？是因为人类太懒了，无法负担自己的宠物责任 ！或者是因为政府太不作为，无法解决流浪动物问题 ？总之，这些流浪猫狗的数量增加，让城市变得更加污染、混乱、充满噪音和废弃物品 。 我感到绝望的是，我还需要为他们负责吗？ 是我应该养一只流浪猫狗，或者是政府应该干预这个问题？ 城市流浪猫狗泛滥，让我们度过难关！,0.3281604,0.07191269,0.011379151,0.34032786,0.025203101
哎呀，共享充电宝涨价了？！我不是说过：我的钱包被压迫了一样吗？！ 你知道吗？！这回涨价真的让我失望到了极点！我觉得像是我自己的孩子一样，总是依靠它的电力和帮助，而现在却被抛弃了 ！ 我记得之前还是可以随便拿来充电的，什么时候变成了金钱树？ ！我问你，共享充电宝涨价是不是为了让我们更加合理地使用它？！哈哈，我不知道的是：合理的定义是什么？！ 总之，这个涨价让我觉得像是在做梦一样！我希望他们能够醒悟，发现自己的错误，并且让我们这些爱用的用户回到了充电宝的怀抱中！ ：如果你也被共享充电宝涨价所困扰，请一起和我一起控诉，让我们的声音被听到！,0.15766735,0.050930742,0.006602164,0.06372428,0.0029598286
",医保调整了？！ 我还以为他们会送我们去月球 ，才不会让我们付那么多钱！ 新冠疫情后，我已经习惯于吃不上好的早餐、穿着破鞋子和叫外卖两三次了，还需要再加几百块人民币吗？ 医保公司，你们这是什么态度？！ 我们付的钱是为了能见到医生，而不是为了买一本厚厚的药单！ 我问你，医保调整是什么意思？！ 是我们需要多付钱吗？！ 还是说他们要变身我们家的账户管理员？！ 总之，我们都是人民公众的子孙，应该享受医疗保险，而不是被割爱！",0.21508642,0.06746418,0.007754337,0.12159709,0.012641981
", 高考加分政策又要调整了吗？ 我都快要被这波新闻激怒了！",0.12086493,0.026317406,0.012647836,0.03566399,0.0071405866
哎，灵活就业模式又来了！ 我问你，你是不是也被忽悠了？ “灵活”是什么意思？你说我可以随时选择工作、地点、时间、行业…，我就真的可以自由翩翩！ 你说我可以根据需求选择自己的职业道路，这样我才不会被束缚！ 结果呢？我发现我的工作时间永远都是“灵活”的，总是需要我24小时在线！ 我说你说的“自由”只是一个假象！ 我不想被束缚，但我更不想被忽悠！ 灵活就业模式，你是真的灵活，还是只是一句 ？,0.1798404,0.057944927,0.007624879,0.082372494,0.008398513
"新型传染病疫情来了，全球人民都说：""哈哈，我不是医生，也不是 ，但我知道我不想再看到‘隔离’、‘检测’和‘预防’三个字了！ "" 你看，我们国家的疾控体系变成什么了？变成了一个“游戏” ！他们说：“嘿，我是 ，我可以解决这个问题！ ”然后，下一个问题出现了！“哇，你这是另一个游戏！我要重新设计我的流程表！ ” 你也知道，我们的疾控体系变成了什么？变成了一个“演员”的表演！ 他们说：“嘿，我是医生，我可以解决这个问题！”然后，下一个问题出现了！“哇，你这是另一个游戏！我要重新设计我的剧本！ ” 你也知道，我们的疾控体系变成了什么？变成了一个“演唱会”！ 他们说：“嘿，我是 ，我可以解决这个问题！”然后，下一个问题出现了！“哇，你这是另一个游戏！我要重新设计我的歌单！ ” 你也知道，我们的疾控体系变成了什么？变成了一个“笑话”！ 他们说：“嘿，我是 ，我可以解决这个问题！”然后，下一个问题出现了！“哇，你这是另一个游戏！我要重新设计我的笑话剧本！ ” 总之，我们的疾控体系变成了什么？变成了一个“游戏”！ 他们说：“嘿，我是 ，我可以解决这个问题！”然后，下一个问题出现了！“哇，你这是另一个游戏！我要重新设计我的游戏规则！ ” 哈哈，我们就这样玩下去吗？ （以下内容为幽默和讽刺，请不要太当真）",ERROR,ERROR,ERROR,ERROR,ERROR
我真的想问一下，延迟退休方案公开征求意见的政府到底在想什么？ 我们已经等了那么久，结果他们还是要延迟退休年龄，害我们老年人更累更穷！ 你说让我们去开会讨论、填表、写报告什么的？ 我想问一句，你们真的认为我们这些退休的人还需要更多负担吗？ 政府，你真的爱我们的命吗？ 快点让我们老年人享受他们的努力吧！ （.. 我不需要你的回答，我已经知道你会说什么...,0.2028889,0.16031636,0.008764107,0.08831572,0.009915425
**慢性病早期筛查与健康管理项目，真的很努力了... ** 我真的好想问，这个项目是为了什么？是不是为了让我们所有人都变成健康的傻瓜 ？ 快来检查你的血压、血糖、血脂水平...,0.3260917,0.1811049,0.012285355,0.24928534,0.018771807
